index	country	year	gdp	infrate	trade	schooling	invest60	invest70	invest80	industry	pop	deflator_fred
20	"Australia"	1977	7482	12.300239562988281	30.863096237182617					35.999359130859375	14192	
20	"Australia"	1978	8272	7.9236741065979	32.15132141113281					35.6528205871582	14359	
20	"Australia"	1979	9174	9.090001106262207	34.958309173583984					35.810569763183594	14516	
20	"Australia"	1980	10203	10.126580238342285	33.86125183105469	47.5	0.3172999918460846	0.31797999143600464	29.695999145507812	37.02669906616211	14695	
20	"Australia"	1981	11513	9.691744804382324	33.17372512817383					35.924339294433594	14923	
20	"Australia"	1982	11537	11.145509719848633	31.657737731933594					34.74367141723633	15184	
20	"Australia"	1983	12300	10.11355972290039	30.678138732910156					34.82569885253906	15394	
20	"Australia"	1984	13120	3.9501850605010986	34.64099884033203					35.299659729003906	15579	
20	"Australia"	1985	14019	6.739048957824707	35.246246337890625	48.400001525878906				35.072879791259766	15788	
20	"Australia"	1986	14537	9.084531784057617	34.74440002441406					32.77785873413086	16018	
20	"Australia"	1987	15554	8.48874568939209	34.72343826293945					31.358810424804688	16264	
20	"Australia"	1988	16524	7.231771945953369	34.08369445800781					29.875179290771484	16532	
20	"Australia"	1989	17255	7.559424877166748	34.35853576660156					29.96091079711914	16814	
20	"Australia"	1990	17322	7.2722601890563965	34.461769104003906	48.400001525878906				28.966800689697266	17065	
20	"Australia"	1991	17652	3.22268009185791	35.237640380859375					28.167999267578125	17284	
20	"Australia"	1992	18496	0.98591548204422	37.692569732666016					27.971660614013672	17495	
20	"Australia"	1993	19432	1.8131099939346313	38.35179138183594					28.009180068969727	17667	
20	"Australia"	1994	20583	1.8949769735336304	39.71842956542969					28.13991928100586	17855	
20	"Australia"	1995	21773	4.63813591003418	40.15325927734375	48.599998474121094				27.82765007019043	18072	
20	"Australia"	1996	22562	2.612420082092285	39.977378845214844					27.102319717407227	18311	
20	"Australia"	1997	23649	0.25041741132736206	42.17679977416992					27.076690673828125	18518	
20	"Australia"	1998	24853	0.8534554243087769	41.364959716796875					26.283130645751953	18711	
20	"Australia"	1999	26283	1.4654279947280884						26.19072914123535	18926	
20	"Australia"	2000	27403	4.475183010101318		43.599998474121094				25.566680908203125	19153	
20	"Australia"	2001	28492	4.38084077835083						25.43910026550293	19413	
20	"Australia"	2002	29819	3.003170967102051						25.949520111083984	19641	
20	"Australia"	2003	31273	2.770735025405884							19873	
21	"New Zealand"	1960	2545		52.548824310302734	58					2377	
21	"New Zealand"	1961	2659	1.8302830457687378	52.9445686340332						2427	
21	"New Zealand"	1962	2713	2.6960790157318115	48.80368423461914						2485	
21	"New Zealand"	1963	2866	1.9093079566955566	53.8449592590332						2537	
21	"New Zealand"	1964	3001	3.43481707572937	50.79602813720703						2589	
21	"New Zealand"	1965	3224	3.396225929260254	44.78164291381836	54.29999923706055					2635	
21	"New Zealand"	1966	3481	2.7737228870391846	45.967166900634766						2683	
21	"New Zealand"	1967	3360	6.107954978942871	39.77976608276367						2728	
21	"New Zealand"	1968	3489	4.283802032470703	44.66377258300781						2754	
21	"New Zealand"	1969	3969	4.878048896789551	46.90852355957031						2780	
21	"New Zealand"	1970	4136	6.548346996307373	48.32402420043945	54.5					2820	
21	"New Zealand"	1971	4438	10.303030014038086	45.48152542114258					34.02939987182617	2864	
21	"New Zealand"	1972	4780	6.776556968688965	47.43124008178711					33.20893859863281	2913	
21	"New Zealand"	1973	5335	8.2332763671875	49.57340621948242					32.45180130004883	2971	
21	"New Zealand"	1974	6041	11.25197982788086	55.45851516723633					35.5166015625	3032	
21	"New Zealand"	1975	6382	14.52991008758545	54.88924789428711	57.099998474121094				34.5290412902832	3087	
21	"New Zealand"	1976	6748	16.791040420532227	57.8892822265625					34.71202087402344	3116	
21	"New Zealand"	1977	6867	14.58998966217041	56.79647445678711					32.95465850830078	3128	
21	"New Zealand"	1978	7301	11.895910263061523	55.041866302490234					32.50107955932617	3129	
21	"New Zealand"	1979	7915	13.704319953918457	61.897544860839844					32.65748977661133	3124	
21	"New Zealand"	1980	8656	17.092769622802734	62.08681106567383	46.099998474121094	0.2666400074958801	0.2951599955558777	25.52199935913086	32.185760498046875	3144	
21	"New Zealand"	1981	9736	15.346229553222656	62.4466667175293					34.01445007324219	3157	
21	"New Zealand"	1982	10687	16.170900344848633	62.35155487060547					34.555931091308594	3183	
21	"New Zealand"	1983	11262	7.355679988861084	61.91337203979492					33.403709411621094	3226	
21	"New Zealand"	1984	12141	6.201213836669922	70.57388305664062					34.586429595947266	3258	
21	"New Zealand"	1985	12556	15.39404010772705	64.61286926269531	46.599998474121094				33.26813888549805	3272	
21	"New Zealand"	1986	13085	13.217820167541504	55.481040954589844					31.919950485229492	3277	
21	"New Zealand"	1987	13402	15.74114990234375	52.39779281616211					30.22941017150879	3304	
21	"New Zealand"	1988	13569	6.3751420974731445	50.6252555847168					28.58742904663086	3317	
21	"New Zealand"	1989	14124	7.490602970123291	53.819305419921875					29.190990447998047	3330	
21	"New Zealand"	1990	14420	5.506608009338379	54.535011291503906	24.100000381469727				27.921920776367188	3363	
21	"New Zealand"	1991	14252	1.6701459884643555	56.428131103515625					27.33919906616211	3495	
21	"New Zealand"	1992	14679	1.0266940593719482	61.140541076660156					27.118379592895508	3532	
21	"New Zealand"	1993	15605	1.4227639436721802	59.26333999633789					27.069210052490234	3572	
21	"New Zealand"	1994	16686	2.4048099517822266	60.43647003173828					27.76848030090332	3620	
21	"New Zealand"	1995	17402	3.7398369312286377	58.59611129760742	26.600000381469727				26.990320205688477	3673	
21	"New Zealand"	1996	17879	2.2988510131835938	57.031070709228516					26.74216079711914	3732	
21	"New Zealand"	1997	18510	1.1746679544448853	57.13209915161133					26.506790161132812	3781	
21	"New Zealand"	1998	18669	1.2872289419174194						25.276569366455078	3815	
21	"New Zealand"	1999	19937	-0.12459509819746017						25.51297950744629	3835	
21	"New Zealand"	2000	20789	2.6197609901428223		26.299999237060547				25.29167938232422	3858	
21	"New Zealand"	2001	21825	2.625821113586426							3881	
21	"New Zealand"	2002	22662	2.677090883255005							3939	
21	"New Zealand"	2003	23728	1.7535760402679443							4009	
